#      Fe/H           X           Y           Z  log10(Z/X)
 0.40000000  0.66214302  0.29971262  0.03814436  0.39999976
 0.20000000  0.69253197  0.28229599  0.02517204  0.19999985
 0.00000000  0.71318414  0.27045974  0.01635613  0.00000000
-0.20000000  0.72686070  0.26262137  0.01051793 -0.19999977
-0.40000000  0.73576323  0.25751912  0.00671765 -0.39999940
-0.60000000  0.74149343  0.25423501  0.00427157 -0.59999882
-0.80000000  0.74515509  0.25213642  0.00270849 -0.79999790
-1.00000000  0.74748410  0.25080161  0.00171429 -0.99999644
-1.20000000  0.74896112  0.24995509  0.00108379 -1.19999412
-1.40000000  0.74989606  0.24941926  0.00068468 -1.39999045
